Unique ID,Post,Labels Set
2793,@RahulGandhi and your brother-in-law grab the land of the farmer and he has come to worry about the farmer,"fake, offensive"
2794,"#AGR: Telecom companies get relief from Supreme Court, SC extended deferment to pay dues
https://t.co/riMhlzBOVq",non-hostile
2795,"Law was known for law and order in Uttar Pradesh, before 2017, law is giving better answers to all the chaotic elements.",offensive
2796,"# Hirakhan_Pay_NSA_ Apply
A #Mahhabi Heer Khan abuses our Goddesses and Hindus keep listening silently, if they were
Namaji , they would have made Bengaluru a city @ Sanni40529080

# Harkhan_pe_NSA_","hate, offensive"
2797,"Rajiv Kumar replaced new Election Commissioner, Ashok Lavasa. #RajivKumar
https://t.co/nrfAvYRmxj",non-hostile
2798,Breaking News… Massive conflict in East Ladakh.,fake
2799,"Mayawati lashes out at Yogi government for law and order, 'Jungleraj is proving in UP'
https://t.co/ygQBz5s5eF",non-hostile
2800,"Like I am constantly consulting with my friends and parents and the people of my village.
I am very sorry to hear this and say that you have lost the 2024 Elections in 2020 itself.",defamation
2801,"Why
@anjanaomkashyap
, why is Sharma. Speak openly if not a
sold-out journalist: '#HindutvaTerrorist' #Ramabhakta_Gopal
shoots
at students of #Gandhi_Jayanti 'day @jamiamillia_ in 2020 '",hate
2802,"Last farewell to Pranab da LIVE: Rajnath, CDS Rawat and the chiefs of the three armies paid tribute to the former President, will be cremated with Corona Protocol
https://t.co/QJNqbttyPl #PranabMukherjee @rajnathsingh https://t.co / WSPIb8tjt5",non-hostile
2803,"You can also be fined ₹ 500 as often as you are found in public places without covering your mouth and nose: ACS, Medicine & Health, Mr. Amit Mohan Prasad Ji

@ShishirGoUP",non-hostile
2804,"Happy Buddy Kaminey 🎂
@ Dharm_yadav_01 🎂
God bless you with 15 bibs and 177 children! 😐 And on the new sister-in-law I hit the line 🙈 And you eat garbage every day with sisters! 😐 You enter under the bed! Still you can not escape! No one should come to save you! You shout loudly! 😐 enjoy kar🤘😝
🏃🏃🏃 https://t.co/EuSGLw1ZNa","defamation, offensive"
2805,"The police also have sticks, the
police also have rifles in the emergency to shoot,

but the police themselves were pushing the sadhus, the police did not protest the crowd even once, the whole plot has been killed Sadhus,
these people should be hanged

#CBIForPalgharLynching",offensive
2806,"#SureshRaina and #HarbhajanSingh how strong is #CSK, when against which team will play their matches, know everything # IPL2020 @IPL # ipl2020schedule #IPLschedule # ipl2020scheduleCSK @ChennaiIPL
https://t.co/ZST7Vwcv9q",non-hostile
2807,"In Ambala, Haryana, people have to stay in line for months and months to add phone numbers to the Aadhaar card, illegal collection is also being done in the name of Aadhaar. It keeps people in line in the name of tokens from 6:00 am The office opens at 10:00 am and ruined the country. Https://t.co/Ygz7CR8gLS",defamation
2808,"Domestic rating agency CRISIL has given this information in one of its reports.
https://t.co/qfiisixyrX",non-hostile
2809,RSS terrorists are,fake
2810,"Selebs said the death of Pranab Mukherjee, India today lost a great leader

#RIPPranabMukherjee
#PranabMukherjee
#RIP

Https://tkco/KxEKhLE9Gn",non-hostile
2811,"""Veil"" is a misdemeanor ever taught in schools.

But not ""burqa""!

But why??

We are taught sati, child marriage is a popular practice!

But there is no mention of triple talaq, polygamy in books?",hate
2812,"Today's positive news: The world's first museum where happiness is found, not old things; From the history of happiness to the future in 8 rooms
https://t.co/Tt95Z227X0 #HappinessMuseum #Museum #Copenhagen #Denmark",non-hostile
2813,"This is not Karachi, Kashmir or Kerala. No, this chanting of ""Islam Zindabad"" is being done in the capital Kolkata, ruled by #Mamta_Banerjee Banerjee in #West Bengal! It is a matter of great concern for India, how long the central government will remain under the temptation of power.",hate
2814,"The public was unable to find any way to wander, that is why the government has moved a new way. 118 Chinese apps have been discontinued.
Especially #pubgban",hate
2815,How much oppression of Uygar Muslims is taking place in China is not hidden from any Muslims in the world and India. But till date I have not seen any Muslim brothers of India demonstrating against the atrocities on Uygar Muslims in front of the Chinese Embassy.,hate
2816,"To give a strong foundation to school education, by 2021, based on this education policy, Teachers Education aims to create a new and comprehensive curriculum. Teacher's education is a part of higher education. Therefore, at the state level, all of you have to achieve the most important goals related to teachers education.",non-hostile
2817,"ITBP jawans set another example of humanity

#ITBP #VIDEO

https://t.co/ie5nmFhQnM",non-hostile
2818,"The students admitted that they had received training for terrorist activities in the madrasa.
These mullahs caught in Haryana, opened the secret to spread corona through Nizamuddin, help share and make famous,",fake
2819,"Former President Pranab Mukherjee merged with the Panchatatva with the offering of the son Abhijeet Mukherjee's father.
https://t.co/Lp8gdWyKOd",non-hostile
2820,"#IndiaFightsCorona: 📍

# Stay mentally healthy during Kovid 19

▶ ▶ Follow the advice::

Maintain hand hygiene and physical distance from others.

#StaySafe #IndiaWillWin @PrakashJavdekar @drharshvardhan

@MoHFW_INDIA @DDNewsHindi
@AkashvaniAIR @PIBHindi https://t.co/LkiSrKotc9",non-hostile
2821,"Riya questioned in connection with drug case, Riya confesses to drug purchase -
#RheaChakraborthy #SSRDeathCase

https://t.co/h9lU9AFh7a",non-hostile
2822,@MahipalSinghMKN it is necessary to teach a lesson to the brother-in-law,hate
2823,"""Snake sniffed at Pakistan, sugar becomes China""",offensive
2824,"Indian pair of Rohan Bopanna and Denis Shapovalov in US Open Tennis of Canada have reached the men's doubles quarterfinal in # US_Open Tennis.

Tomorrow they will compete in the quarter-finals against the Dutch-Romanian duo of Julian Roger and Horia Tecau.

#USOpen https://t.co/R9UXRL8W6W",non-hostile
2825,"The Supreme Court has directed timely grant of old age pension, mask, PPE kit and sanitizer to all senior citizens living alone during #Corona epidemic.
https://t.co/KTfOYwEwpR",non-hostile
2826,"RT @_Pb_swain_: Bhuri Kaki does not trust AIIMS
went abroad for treatment. Chamche

says Nehru ji has created AIIMS",defamation
2827,"You divided the country and had fun, still did not express regret. 4,
He stitched for 6 years, your 60-year hole ..",hate
2828,"@ anuragkashyap72 @PriyankaKhimani Sala beggar kahi kahi kya kya kya kya hai kya bollywood ki aapne hoon, he understands himself once again I am asking you how long you dude turned out to be such a dirty man instead of having sex yourself Started having sex, then how do you have sex with girls","defamation, offensive"
2829,"CM Baghel congratulates Bhumipujan of #Chhattisgarh new assembly

https://t.co/XMbxkswk9Q",non-hostile
2830,"The number of beds will be needed for the people of Delhi, the same number of beds will be needed for people coming from other states. This is a big challenge, but we will try our best.

We will get the hotels, studios ready. For this, I will land on the ground myself. Our intention, the effort will not be lacking https://t.co/WWJUqNhSWF",non-hostile
2831,"In Hindi, we are: In another webinar, people from different parts kept the matter, Mann Ki Baat is possible only in the mother tongue
# HindiHenham #HindiHainHum @amarujalafound #webinar
https://t.co/GSPH6RjrxE",non-hostile
2832,"Many messages started coming from Tuesday that Shahrukh is Anurag Mishra. There were also screenshots of social media posts. I responded to many of them saying that he is Shah Rukh, but when I saw that it was viral, I tried to get information from the police to end the rumor of Shah Rukh aka Anurag. """" A lot of messages from Tuesday Shah Rukh started coming that Anurag Mishra. There were screen shots of social media posts. I personally replied to many people that this is Shah Rukh but when I saw that it was going viral then asked the police once. So that people will have confidence and this rumor of Shahrukh vs Anurag should stop. In my show I said that ""the police clearly says Shahrukh is there but look at social media. Anurag is being told. There is still a need for the police to speak again about its identity."" ""You will see that I have put the Delhi Police's DCP byte in my program saying that the name is Shah Rukh and not arrested. I did not deliberately show pictures of Shah Rukh as an affectionate. I would have told Anurag Mishra. Why put this DCP byte?",fake
2833,"Riya's lawyer said, 'If someone loves to be punished, then they are ready for arrest'
https://t.co/E27IVTwR1w",non-hostile
2834,"#BiharPolls: @NitishKumar will be able to directly connect with 1 lakh to 10 lakh people simultaneously, JDU created JDU LIVE App

#BiharElections

@ kumarprakash4u report

https://t.co/iTnXjmr3K4",non-hostile
2835,"#Farrukhabad police and administration took major action against 3 arms holders, DM revoked 3 arms license, action against 4 arms holders in Gunda Act, action by DM in different areas, action led to miscreants, mafias. @fatehgarhpolice @DMFarrukhabadUP",non-hostile
2836,Another explosion of live; Take 30 days to avail these facilities for free https://t.co/ItZsU5RHoi #RelianceJio #FreeTrial https://t.co/5Q1K5mwczr,non-hostile
2837,"@ SauravKumae2 @SushantBSinha there is a reason to protest against something, go and read the entire bill first and then give knowledge to someone. Father died in the dark, son power house. Salah Tum like Chand Jahil who used to oppose the NRC, burnt Delhi and today, as the Minister of Agriculture, he is getting knowledge on the bill. You guys just make gold from potatoes","hate, offensive"
2838,"Former MLA Nirvendra Kumar Mishra was allegedly beaten to death in Lakhimpur Kheri district of Uttar Pradesh. He was an Independent MLA from Nighasan Vidhasabha seat twice and SP MLA once. According to the report, this incident occurred due to the land dispute.

https://t.co/MaxEgzajgn",non-hostile
2839,"Five vicious miscreants of the police gangs swarmed, listening to the exploits will fly away

https://t.co/7hujmbJXzi",non-hostile
2840,"@KanganaTeam @vivekagnihotri Uddhav Thackeray became number 1 CM in the case of abusive food.
CM of Delhi slipped to number 2. 4",defamation
